Total SVs,SVPs,Axonal Transport SVs,Recycled SVs,PS Loc: 0,PS Loc: 3,PS Loc: 6,PS Loc: 9,PS Loc: 12,PS Loc: 15,PS Loc: 18,PS Loc: 21,PS Loc: 24,PS Loc: 27,PS Loc: 30,PS Loc: 33,PS Loc: 36,PS Loc: 39,PS Loc: 42,PS Loc: 45,PS Loc: 48,PS Loc: 51,PS Loc: 54,PS Loc: 57,PS Loc: 60,PS Loc: 63,PS Loc: 66,PS Loc: 69,PS Loc: 72,PS Loc: 75,PS Loc: 78,PS Loc: 81,PS Loc: 84,PS Loc: 87,PS Loc: 90,PS Loc: 93,PS Loc: 96,PS Loc: 99,PS Loc: 102,PS Loc: 105,PS Loc: 108,PS Loc: 111,PS Loc: 114,PS Loc: 117,PS Loc: 120,PS Loc: 123,PS Loc: 126,PS Loc: 129,PS Loc: 132,PS Loc: 135,PS Loc: 138,PS Loc: 141,PS Loc: 144,PS Loc: 147,PS Loc: 150,PS Loc: 153,PS Loc: 156,PS Loc: 159,PS Loc: 162,PS Loc: 165,PS Loc: 168,PS Loc: 171,PS Loc: 174,PS Loc: 177,PS Loc: 180,PS Loc: 183,PS Loc: 186,PS Loc: 189,PS Loc: 192,PS Loc: 195,PS Loc: 198,PS Loc: 201,PS Loc: 204,PS Loc: 207,PS Loc: 210,PS Loc: 213,PS Loc: 216,PS Loc: 219,PS Loc: 222,PS Loc: 225,PS Loc: 228,PS Loc: 231,PS Loc: 234,PS Loc: 237,PS Loc: 240,PS Loc: 243,PS Loc: 246,PS Loc: 249,PS Loc: 252,PS Loc: 255,PS Loc: 258,PS Loc: 261,PS Loc: 264,PS Loc: 267,PS Loc: 270,PS Loc: 273,PS Loc: 276,PS Loc: 279,PS Loc: 282,PS Loc: 285,PS Loc: 288,PS Loc: 291,PS Loc: 294,PS Loc: 297,PS Loc: 300
5226,722,3430,896,2,4,3,5,6,9,4,7,12,12,16,14,9,5,11,11,9,12,10,7,6,5,14,14,15,11,7,10,8,13,10,17,11,14,11,11,9,9,7,16,13,13,9,16,12,10,6,7,11,13,6,13,10,12,9,12,9,10,6,8,11,2,8,9,10,15,11,6,15,14,8,9,9,9,12,4,13,4,10,4,5,17,8,12,4,6,11,10,6,7,3,4,2,6,6,3,4,3,5,3,1
5226,730,3431,901,0,3,5,6,4,7,5,12,7,7,5,11,10,10,8,9,8,8,11,4,7,8,15,16,12,5,9,11,12,5,17,8,6,11,10,14,11,11,10,12,11,11,6,10,15,15,9,12,9,16,10,8,19,13,12,6,15,12,8,8,4,8,10,8,13,5,12,17,9,7,14,9,9,14,3,10,11,6,10,13,10,9,6,5,13,7,9,3,8,7,7,7,3,6,3,7,4,3,4,2,4
5228,736,3403,902,3,5,5,3,1,5,7,11,9,14,12,12,9,11,13,7,8,12,14,16,14,9,16,17,12,10,11,8,17,9,10,12,12,11,11,11,2,12,19,5,13,10,9,7,6,7,18,7,10,16,10,10,12,11,13,14,11,11,15,9,13,9,5,14,10,9,12,10,12,7,4,11,8,6,18,16,7,7,9,5,9,7,4,4,4,6,4,5,10,3,4,6,7,6,6,6,4,5,1,4,2
5233,739,3437,903,2,3,3,5,6,12,5,12,6,16,5,9,11,9,13,13,11,17,11,14,9,9,9,13,14,15,14,10,10,8,7,12,12,7,10,8,4,11,7,12,13,15,11,8,10,11,5,11,8,5,15,7,8,13,11,12,13,7,11,11,11,12,13,10,14,9,9,7,3,14,7,9,6,11,12,6,9,13,13,9,5,9,6,6,6,7,4,8,8,4,6,6,4,5,5,4,6,2,2,0,4
5238,742,3430,905,3,3,4,4,7,5,8,10,9,8,10,7,11,14,8,12,11,8,15,8,8,7,10,15,11,14,6,7,10,8,8,6,18,7,15,11,12,12,15,9,12,11,12,15,7,14,9,6,12,6,19,10,11,9,11,6,13,9,10,6,3,10,7,8,13,10,11,13,14,14,17,5,10,7,9,12,10,14,7,9,7,10,14,5,7,6,6,8,8,7,3,2,3,5,6,6,4,4,2,2,3
5243,745,3441,908,3,4,3,4,5,4,8,5,10,10,9,6,10,12,10,9,9,9,9,14,4,11,11,13,10,14,12,8,6,21,9,6,13,7,13,6,12,12,9,12,10,8,11,14,7,10,7,11,15,9,9,10,14,13,11,17,5,13,7,6,7,6,11,11,5,11,10,18,12,10,7,9,10,8,9,9,9,11,8,14,7,6,8,12,6,8,10,7,6,8,5,5,6,5,8,3,6,5,1,5,3
5250,746,3428,911,0,3,6,4,2,8,10,5,13,10,7,11,12,7,11,16,7,18,10,10,16,12,12,16,11,8,9,14,10,13,13,13,7,13,9,9,11,10,8,20,10,8,15,11,6,13,8,11,14,18,8,11,16,14,4,14,9,11,13,15,15,6,8,9,14,11,6,9,6,7,8,14,8,9,13,9,10,7,6,9,4,3,8,4,3,4,4,5,5,8,1,8,7,4,5,4,5,4,5,1,2
5253,751,3384,913,0,2,5,7,10,7,12,5,14,7,11,9,13,12,11,4,13,14,14,11,5,11,19,12,16,12,15,11,9,13,14,9,11,16,12,16,10,7,15,7,13,9,11,15,9,8,18,11,6,14,7,8,11,11,9,9,10,13,10,11,12,6,8,10,11,13,16,10,15,6,13,10,5,11,14,9,13,7,10,9,10,5,6,9,6,8,9,2,5,9,6,4,7,3,4,4,2,4,3,4,4
5257,755,3421,915,0,6,2,1,9,7,6,9,12,12,8,12,17,7,11,10,12,17,13,8,5,13,16,6,14,9,11,10,5,10,11,15,9,15,9,11,15,10,8,18,14,11,15,12,13,10,6,11,5,12,10,13,9,11,10,9,12,11,8,7,11,9,10,7,13,14,7,12,11,15,13,9,7,9,6,17,12,10,5,4,11,11,7,12,4,7,9,7,6,4,1,4,4,3,4,4,1,5,4,2,2
5261,759,3446,917,2,3,2,6,2,6,7,11,7,12,5,4,8,10,12,12,9,5,15,7,10,5,17,8,5,13,15,7,14,10,16,18,6,12,4,11,10,7,12,9,9,7,14,13,16,5,10,17,14,9,7,11,13,14,12,14,13,13,13,9,14,13,9,9,12,10,13,9,10,12,9,8,12,7,5,7,10,8,11,6,6,9,7,7,9,9,7,7,8,4,8,2,5,6,5,6,2,3,3,1,3
5269,759,3437,923,2,1,0,6,9,9,6,10,10,11,9,11,9,7,13,8,14,8,11,16,18,11,14,14,8,12,9,11,19,9,14,8,15,7,6,9,10,6,13,10,15,14,13,11,10,3,7,9,16,12,14,17,16,12,13,7,8,10,12,13,7,6,16,6,7,14,12,9,3,5,14,7,11,8,13,12,7,10,6,3,6,7,6,6,4,2,6,5,12,5,4,2,8,7,3,7,6,6,4,0,2
5276,760,3401,925,1,2,1,6,10,8,9,6,4,17,13,11,11,9,10,12,11,10,16,7,5,16,10,13,12,7,15,11,10,8,8,10,16,18,16,13,9,10,9,15,13,12,14,10,6,15,11,11,15,11,6,5,17,11,15,8,4,8,16,3,11,11,9,15,9,17,13,9,9,12,7,7,14,10,8,5,7,10,17,17,7,10,10,6,11,12,3,9,3,5,6,5,3,7,4,5,2,4,2,1,2
5283,761,3439,931,2,2,2,9,9,9,9,6,9,7,15,14,9,13,10,8,14,15,7,8,16,11,5,20,11,8,10,10,15,10,9,13,14,8,22,14,13,9,6,7,19,12,9,10,13,13,10,7,6,9,8,7,15,8,9,14,12,10,7,9,2,5,8,10,8,6,12,10,14,16,16,11,6,5,11,9,12,7,4,12,9,11,10,6,6,5,5,9,7,2,7,2,2,6,4,4,4,4,4,4,3
5291,761,3409,934,3,5,4,3,6,8,8,8,12,8,11,8,7,12,13,8,10,11,8,14,6,12,7,9,8,11,9,18,9,15,12,13,13,7,8,9,14,9,16,14,8,16,10,16,13,9,15,16,8,18,12,9,12,19,12,17,8,14,9,9,12,9,14,14,10,13,12,8,10,11,13,8,6,9,8,8,8,5,10,9,4,8,8,6,7,9,6,6,8,9,5,9,4,2,10,4,3,1,2,3,1
5303,757,3437,939,0,2,7,3,9,10,6,6,12,6,12,13,6,7,9,14,15,5,13,19,14,14,9,10,18,5,15,14,12,13,8,10,6,10,7,11,9,7,8,13,16,12,7,16,10,8,8,8,15,19,14,12,12,16,8,15,8,11,8,10,9,10,13,11,11,13,15,9,10,9,9,10,9,8,6,8,12,9,12,7,7,5,4,7,4,8,3,11,8,6,5,4,5,2,4,5,5,5,4,3,2
5314,754,3388,941,0,3,5,9,4,9,9,4,10,13,17,11,9,6,7,15,11,11,10,11,10,9,16,12,16,10,6,8,13,10,12,12,12,19,17,11,8,11,10,12,15,18,14,10,15,7,8,7,16,12,9,15,12,17,17,8,10,8,13,16,3,12,14,6,20,14,7,11,8,7,7,17,10,14,10,7,9,9,9,11,10,7,10,14,7,5,8,9,4,8,4,8,6,4,2,5,6,1,2,2,3
5328,748,3459,943,0,1,4,7,5,5,8,16,8,8,3,11,14,14,12,13,12,11,8,10,13,12,16,6,16,15,8,11,9,17,15,8,9,17,10,19,11,11,8,12,10,10,13,11,13,16,6,9,11,7,10,10,8,13,12,14,18,9,3,8,6,11,9,5,14,9,10,10,16,10,12,14,6,8,9,11,8,4,12,5,9,7,6,11,6,6,3,9,5,1,2,5,6,6,4,6,3,6,4,6,2
5330,754,3444,945,3,6,3,4,8,8,6,7,7,7,10,14,14,18,9,11,10,11,4,7,15,12,6,9,10,11,8,7,14,13,14,10,12,11,13,12,7,14,15,9,14,12,22,18,12,12,14,15,13,10,11,15,14,12,11,9,11,11,13,12,14,15,7,9,13,12,9,7,9,10,12,9,10,10,6,11,8,7,12,8,7,7,4,5,2,6,9,6,5,4,4,2,9,6,2,7,1,2,1,2,2
5333,759,3452,945,0,2,4,5,4,10,9,11,10,10,13,9,10,10,13,11,7,18,15,13,16,10,15,12,6,11,11,14,12,8,6,6,8,6,15,9,12,9,11,11,7,14,16,4,10,14,8,9,10,10,17,11,20,8,12,11,14,6,16,15,9,5,10,15,12,10,14,12,7,12,15,9,10,9,5,8,9,11,7,6,6,5,7,4,14,4,9,8,8,6,7,8,1,4,6,1,5,4,5,2,3
5342,758,3440,953,1,2,9,7,11,9,3,9,5,11,12,12,13,9,13,8,14,8,9,9,8,15,10,18,10,11,11,7,12,15,10,11,12,13,15,12,13,10,14,14,9,8,11,12,12,8,5,9,16,11,9,8,14,13,11,14,9,13,14,6,13,8,6,16,10,11,9,10,12,7,15,5,12,8,16,8,8,6,7,5,12,12,9,6,14,4,4,6,9,5,5,8,6,0,5,5,7,8,1,2,2
5348,760,3461,954,1,2,8,9,8,5,10,7,6,4,7,9,13,12,13,8,15,17,12,16,10,11,6,17,10,13,10,11,10,12,15,14,8,10,14,8,15,11,11,10,11,7,7,12,9,12,16,13,7,10,6,16,13,9,11,17,6,12,6,6,7,10,11,10,7,15,8,14,6,12,12,12,14,6,11,7,9,7,8,8,9,9,7,10,7,7,8,6,5,9,5,5,11,7,4,0,6,2,2,3,3
5354,762,3520,956,4,1,3,6,3,6,11,4,9,5,7,15,14,8,12,9,11,9,11,14,13,6,11,8,12,8,9,7,9,17,17,11,11,14,10,4,9,8,8,16,12,11,7,14,12,12,12,14,20,16,7,7,10,9,8,12,9,16,7,12,9,8,10,8,11,7,8,8,13,9,12,10,8,6,9,13,10,7,9,12,3,7,8,6,7,3,4,5,3,10,3,5,4,6,6,4,1,0,3,3,3
5367,757,3506,959,2,2,4,7,8,4,8,12,9,14,13,10,9,11,17,9,9,9,14,18,9,6,10,15,12,9,12,15,7,8,4,7,7,12,10,11,15,10,7,8,12,11,12,14,13,9,10,6,13,10,6,15,9,13,7,12,14,11,10,11,12,11,11,13,10,12,11,10,17,6,13,6,8,8,8,6,7,10,9,3,11,6,5,7,6,13,6,9,5,8,7,2,3,4,2,5,2,4,1,3,1
5372,760,3446,961,0,4,4,9,5,7,14,8,10,11,12,14,12,15,4,12,9,17,10,3,13,18,15,6,15,9,11,16,13,11,14,8,10,13,12,16,10,12,11,9,17,12,12,9,9,13,6,8,11,15,13,5,10,17,11,10,13,13,11,16,9,14,12,6,9,9,18,8,8,16,8,12,7,10,5,12,8,6,6,7,6,11,13,10,4,4,7,4,7,6,4,5,6,1,6,5,8,4,6,2,3
5376,764,3507,963,0,10,5,9,6,2,4,13,7,6,9,6,13,11,13,12,7,8,15,10,10,8,13,11,11,4,16,9,13,13,9,9,11,10,9,9,11,20,12,10,14,5,7,8,11,15,11,10,8,10,13,8,16,12,9,7,11,7,10,10,9,12,13,5,14,7,17,12,10,7,10,14,10,14,6,9,3,7,6,8,12,9,7,6,8,6,7,3,6,8,7,12,9,6,2,2,2,6,3,4,2
5379,769,3455,965,2,2,3,4,6,9,2,11,7,11,17,15,10,10,10,15,10,15,10,9,12,16,12,17,8,12,9,10,10,13,12,17,15,14,7,13,13,11,13,10,10,8,13,13,16,9,11,16,10,14,10,7,13,9,10,9,14,8,10,11,8,16,9,11,9,8,10,12,11,11,11,10,8,9,14,10,12,6,12,9,12,6,9,9,8,10,2,3,6,2,4,6,6,6,2,3,2,1,5,5,3
5385,771,3491,967,1,6,4,7,6,7,12,8,10,12,10,10,6,17,12,12,13,12,6,11,13,14,10,12,10,11,8,10,6,4,15,11,7,7,9,20,11,14,12,9,11,9,11,15,10,10,6,12,8,10,14,12,12,11,8,12,15,10,7,11,12,13,16,10,14,9,12,12,9,14,9,11,8,4,10,7,6,9,7,14,4,5,8,7,11,8,8,6,9,8,7,4,4,3,7,2,2,5,3,0,1
5398,766,3444,967,2,2,6,6,11,10,10,7,11,5,10,13,8,4,17,7,13,11,11,9,11,11,11,11,9,8,13,14,13,13,9,15,10,14,13,8,14,12,11,12,9,13,13,11,12,12,14,8,10,15,11,13,7,15,15,14,13,16,14,11,17,11,10,10,7,11,8,18,3,10,16,7,13,8,12,7,14,10,7,7,8,10,10,10,12,3,6,5,12,5,1,7,8,6,6,4,3,7,1,4,2
5405,767,3543,969,3,5,10,7,8,5,10,6,6,8,9,10,7,16,10,14,8,5,11,12,14,8,14,8,9,13,5,13,9,13,13,9,10,9,9,10,16,13,14,14,16,16,8,10,11,10,14,6,8,11,10,8,4,12,14,14,5,9,6,9,8,10,9,20,6,10,8,13,11,7,13,5,12,8,10,4,8,5,10,7,9,12,7,3,8,10,4,5,3,5,8,7,2,7,4,4,3,4,5,3,2
5411,769,3458,975,1,5,1,4,6,9,7,5,9,8,11,15,16,16,12,12,10,7,20,9,6,11,15,14,11,18,11,4,13,15,13,15,14,14,11,10,8,12,11,6,11,14,16,16,6,16,13,13,11,13,14,16,9,11,11,9,5,13,13,12,18,6,10,11,13,11,8,12,16,10,12,9,9,10,8,20,5,10,11,8,8,11,5,7,11,8,6,7,3,4,2,4,6,3,5,1,1,1,2,7,2
5418,770,3505,978,1,1,6,6,9,16,10,9,15,10,7,6,16,9,16,11,11,18,13,10,12,14,14,12,12,9,8,3,7,11,10,11,19,14,9,7,13,13,13,12,6,11,12,9,9,12,11,8,9,7,12,17,16,13,15,15,11,9,9,8,8,5,6,17,13,20,9,5,14,11,8,8,12,14,2,7,7,7,14,4,5,5,7,7,8,4,7,5,8,7,4,6,2,3,5,4,3,4,3,2,3
5421,775,3471,982,0,2,4,11,6,12,10,10,6,10,8,13,8,13,8,10,9,18,12,9,14,8,14,9,11,14,9,7,12,9,6,17,23,9,7,14,12,15,17,7,11,11,12,15,16,8,16,8,14,11,9,8,15,10,14,10,10,12,15,14,17,13,17,7,8,11,13,4,13,18,10,10,7,11,8,6,10,9,6,5,6,10,9,7,6,5,6,9,6,4,3,6,2,9,2,5,7,2,1,2,6
5429,775,3539,983,1,7,10,7,4,11,4,6,6,8,10,11,11,14,10,9,15,10,6,9,11,9,9,15,13,15,12,9,8,11,13,11,8,13,12,10,15,15,13,12,14,10,12,10,9,11,12,17,8,10,10,14,9,10,16,7,14,7,10,5,11,10,13,7,15,4,8,10,13,10,7,8,6,15,3,11,9,10,8,7,6,3,5,11,6,6,10,6,6,5,5,4,5,5,6,3,0,5,1,1,5
5432,780,3475,985,2,3,5,4,7,3,6,6,6,10,13,12,12,13,11,11,13,15,11,16,12,7,13,10,16,14,13,11,12,10,11,13,9,11,10,12,13,11,11,15,11,7,12,12,13,13,15,12,13,15,12,14,8,11,13,9,13,10,15,11,7,12,11,13,8,14,13,8,8,11,13,6,7,13,11,6,14,8,10,13,10,6,15,8,4,6,9,6,6,7,5,5,3,4,3,6,4,1,1,0,5
5438,782,3533,988,3,4,1,7,11,8,10,14,8,12,4,7,8,11,7,14,11,5,19,10,7,9,15,13,9,14,7,7,9,12,13,17,9,11,12,9,8,14,10,7,12,12,7,9,11,9,14,7,8,13,16,11,11,14,9,8,14,9,15,8,14,6,7,12,24,16,9,13,6,10,9,12,11,7,13,7,7,13,11,9,3,5,7,6,4,8,7,7,8,5,4,3,6,2,7,5,1,1,3,3,3
5447,781,3470,989,2,0,7,6,16,7,7,5,11,11,17,6,13,10,10,6,17,13,9,16,12,11,10,16,6,9,10,13,11,13,9,11,11,15,15,10,16,15,13,12,10,14,17,9,11,15,9,11,7,15,14,14,12,4,9,18,13,9,13,13,16,9,7,15,13,12,11,9,10,13,15,7,9,12,4,7,4,10,13,9,5,12,11,11,6,4,7,9,7,3,6,1,8,1,7,6,5,4,2,0,4
5452,784,3515,995,4,6,6,6,10,4,9,10,9,7,11,10,13,13,15,16,6,13,11,8,8,10,15,11,17,12,17,15,5,11,16,12,13,10,10,12,10,12,10,16,9,8,9,9,9,15,10,8,15,18,11,7,16,13,8,10,8,20,10,9,9,14,11,12,5,6,4,13,9,8,16,6,7,11,10,6,6,12,12,7,7,16,3,5,8,7,8,3,1,7,4,5,5,7,4,1,5,1,4,4,2
5458,786,3493,996,2,4,4,10,4,6,4,7,5,11,12,9,19,12,15,15,7,12,17,13,9,20,10,9,13,13,11,11,13,13,10,7,10,13,14,10,10,16,12,17,9,12,15,8,12,6,12,15,15,10,10,7,12,9,14,11,13,8,11,12,10,10,8,10,14,17,16,13,11,4,8,17,7,7,9,8,6,11,7,8,7,13,12,8,8,8,5,8,7,9,9,8,2,0,3,0,7,0,0,1,3
5469,783,3499,999,3,4,9,2,13,10,6,11,10,12,13,10,13,8,15,8,7,14,7,11,12,13,11,13,12,9,13,16,13,10,14,12,8,18,15,9,18,13,7,9,9,12,17,11,12,12,8,7,11,13,13,15,9,8,10,12,15,11,8,14,11,5,11,15,13,15,9,9,18,10,15,15,9,7,6,7,11,6,11,10,6,4,4,5,9,8,4,5,8,9,1,4,4,6,4,5,4,4,2,3,1
5476,784,3525,1002,1,5,4,8,8,8,6,8,11,8,8,14,7,12,8,13,7,11,19,12,11,6,12,11,13,7,10,9,10,10,5,13,7,9,15,17,10,7,12,10,12,9,16,20,10,13,14,14,14,13,17,16,14,6,11,16,10,12,10,20,17,6,13,7,6,10,8,14,12,7,10,10,10,12,9,7,3,6,10,6,8,6,13,9,5,4,6,9,7,5,2,6,3,9,5,6,3,4,3,4,0
5485,783,3552,1006,6,3,6,5,4,5,5,15,12,10,8,12,12,14,13,9,11,9,12,9,8,15,15,16,7,15,12,6,13,15,11,14,8,7,13,12,12,10,16,8,13,7,11,10,14,9,10,16,10,7,13,17,12,13,9,8,15,9,14,10,9,12,17,7,9,6,11,8,8,8,6,16,7,7,7,10,7,7,6,7,12,7,8,2,8,6,9,6,5,0,3,6,7,6,5,5,3,4,4,4,2
5488,788,3514,1008,2,3,6,2,6,5,8,6,10,15,5,14,11,9,15,10,16,12,11,11,11,13,12,10,12,9,13,13,8,12,16,6,8,13,13,12,11,10,10,9,14,10,16,13,12,14,9,13,13,13,7,13,3,16,16,13,13,7,7,12,12,10,21,12,11,21,8,7,13,9,8,13,14,8,10,7,10,7,7,7,5,15,10,5,4,8,6,9,10,10,8,8,2,3,3,3,2,3,1,3,1
5497,787,3507,1015,0,7,5,11,9,5,16,2,12,11,10,8,10,9,14,9,6,11,16,14,4,11,14,16,11,7,19,16,11,14,15,10,18,8,14,15,8,9,9,12,10,9,12,12,11,11,9,8,8,17,15,7,10,11,14,10,12,12,10,9,11,9,8,13,8,15,11,12,10,16,10,11,15,7,8,13,5,13,9,9,7,9,8,5,7,7,6,5,9,5,5,4,7,5,6,5,3,7,4,3,2
5500,792,3558,1021,4,2,7,8,5,9,7,9,7,6,9,6,12,7,9,16,14,14,9,13,10,13,9,15,14,6,10,13,10,5,12,7,12,9,15,10,12,10,12,8,8,16,17,9,14,15,16,19,13,18,17,13,8,8,14,10,10,12,14,11,12,12,6,12,10,9,9,8,10,12,8,12,10,11,8,9,9,7,5,5,7,5,7,7,7,1,7,2,3,3,4,6,4,5,3,5,2,3,4,2,3
5509,791,3555,1024,2,3,4,6,7,3,11,12,10,10,11,9,20,14,10,14,13,11,8,10,14,6,17,10,15,10,12,19,11,10,16,13,8,8,15,12,13,8,8,12,7,11,9,9,11,16,3,8,10,8,8,17,16,11,11,10,11,14,11,8,12,3,8,16,12,13,10,3,9,11,11,10,12,8,7,6,11,10,7,10,4,4,4,10,4,8,7,10,5,5,6,3,8,7,3,5,2,1,5,4,2
5513,795,3516,1029,3,1,5,7,6,12,7,10,14,10,19,8,8,17,11,10,13,14,13,9,13,13,11,10,10,9,7,15,7,9,12,11,10,13,16,10,22,8,7,11,11,15,9,17,15,8,15,11,14,10,9,5,17,18,11,12,7,13,14,9,7,11,8,14,11,9,11,15,13,13,10,14,12,9,7,12,9,8,9,5,12,6,7,6,2,5,10,7,6,9,8,3,2,2,1,3,3,2,2,3,1
5520,796,3513,1034,7,5,5,11,5,5,3,12,6,9,12,11,12,9,10,11,12,7,11,10,10,10,14,11,14,16,9,20,15,14,9,15,7,11,15,14,9,11,14,9,13,9,13,7,10,10,12,11,15,18,16,9,16,10,5,14,13,13,14,3,11,10,11,5,16,13,11,11,10,11,8,9,16,5,10,5,17,9,13,5,6,6,8,5,5,6,5,9,3,9,2,12,4,6,4,3,6,4,3,3,7
5524,800,3607,1038,2,5,6,4,11,3,7,1,6,13,9,13,8,8,13,10,14,10,11,8,14,12,11,10,16,13,7,6,5,11,7,12,12,12,10,6,7,7,9,10,11,11,13,16,12,13,16,15,12,18,12,12,5,13,10,10,11,8,16,15,11,7,11,6,16,10,14,7,11,7,9,6,10,10,10,8,6,4,10,7,4,6,7,8,4,7,1,6,5,3,5,5,6,2,2,1,4,3,2,5,5
5533,799,3514,1045,2,3,5,1,10,14,5,10,9,9,9,9,13,16,13,8,13,12,8,15,12,10,8,12,7,16,16,9,12,11,14,15,14,10,11,13,9,14,11,9,10,15,12,8,12,7,8,7,8,11,12,12,11,17,14,15,5,20,9,14,11,9,11,19,11,8,10,13,8,8,12,11,8,10,10,6,3,11,10,7,8,9,10,4,6,11,7,5,13,10,6,7,3,4,8,2,6,5,1,5,4
5538,802,3502,1051,3,3,6,2,15,9,8,13,6,11,17,7,10,15,15,15,14,5,12,15,9,11,10,7,11,16,12,7,11,15,14,8,19,12,17,15,8,12,4,13,16,10,14,11,19,17,8,19,12,12,10,9,13,15,7,10,10,10,9,4,14,7,13,12,15,10,13,15,13,9,18,11,7,5,9,7,9,6,5,15,4,11,8,5,9,5,10,6,8,7,3,5,1,2,4,3,6,3,1,1,3
5546,802,3524,1055,2,2,13,5,8,3,7,5,18,10,6,9,12,11,9,14,11,11,10,13,12,15,10,12,15,14,16,8,15,11,13,8,17,7,11,8,16,12,11,10,9,11,9,17,13,11,4,18,9,17,14,14,12,10,13,6,11,12,11,15,7,7,5,16,13,13,15,12,7,6,10,16,11,17,4,9,5,16,7,7,8,7,6,9,6,4,5,7,4,4,9,5,8,3,4,8,1,5,2,0,3
5556,800,3583,1058,1,2,6,6,4,7,4,7,3,8,22,10,11,8,11,15,13,13,14,14,13,12,7,19,13,8,10,15,6,6,15,7,10,12,13,6,7,11,6,11,13,12,16,17,7,12,20,9,17,12,12,16,12,5,13,14,7,18,12,9,10,10,6,18,9,15,9,10,8,8,9,14,9,5,8,6,5,9,4,13,12,3,7,7,5,5,3,1,1,8,6,2,3,4,0,6,5,3,5,2,3
5563,801,3529,1063,1,1,4,11,7,11,8,4,12,11,8,11,15,16,9,9,10,15,13,8,13,9,12,6,12,12,15,15,10,12,14,14,13,10,12,8,9,9,10,13,19,12,9,18,14,9,13,10,7,13,16,8,10,11,19,10,14,15,13,9,14,15,12,12,13,10,10,6,11,8,17,10,11,7,11,9,4,6,9,5,4,7,7,9,9,6,5,11,6,5,9,4,3,5,3,6,6,1,2,2,0
5566,806,3528,1066,1,5,7,10,5,13,7,11,9,12,8,18,13,9,12,16,13,13,8,18,16,7,6,15,9,10,12,12,10,14,6,14,8,10,14,9,16,11,10,7,16,14,16,13,10,16,15,11,15,12,9,11,11,14,10,12,8,8,12,13,7,11,10,6,9,12,12,16,10,15,12,9,6,11,9,7,9,6,10,5,13,3,6,8,3,6,4,10,6,10,6,5,2,5,1,6,4,2,2,6,2
5575,805,3547,1070,2,5,5,9,7,7,4,12,6,11,7,11,10,11,13,10,10,12,13,9,8,15,13,5,13,16,12,13,8,10,14,17,12,9,9,17,9,15,13,9,11,9,10,13,22,7,8,8,12,10,15,7,11,17,7,14,8,9,15,10,12,6,10,10,15,10,13,13,10,9,10,16,16,5,9,7,10,10,4,5,8,7,10,10,7,8,8,5,3,13,3,9,5,7,5,3,6,2,2,2,1
5583,805,3543,1073,1,3,6,4,8,6,10,10,2,8,16,15,10,11,12,15,16,10,6,10,15,15,13,6,15,12,10,13,21,9,11,11,11,12,15,9,8,7,13,8,12,17,15,13,10,11,9,18,14,11,12,19,11,17,13,16,16,11,11,10,9,14,8,9,14,8,11,8,11,11,14,11,11,5,6,7,8,4,9,8,8,7,8,12,8,3,3,4,4,2,6,7,6,2,4,6,3,2,3,2,2
5596,800,3535,1081,0,0,6,9,11,12,10,6,6,13,12,13,14,12,9,8,13,11,10,16,15,12,12,14,14,11,11,13,12,10,12,10,7,12,9,10,13,9,7,17,14,11,9,11,9,18,16,5,6,14,4,8,9,10,10,23,15,10,5,16,8,20,17,12,15,14,7,17,15,7,7,12,10,9,8,9,11,8,8,4,9,7,11,10,7,5,6,10,9,8,3,6,6,3,6,2,2,0,4,1,3
5605,799,3603,1081,3,3,2,5,7,4,10,10,13,7,10,10,18,12,13,13,12,15,16,6,5,6,13,9,6,9,11,6,10,14,13,11,14,13,9,9,11,17,11,12,10,17,14,8,18,15,12,4,12,15,10,13,11,8,13,8,14,13,7,7,12,8,10,9,13,15,6,16,15,6,7,12,9,9,7,4,5,13,4,14,5,10,4,5,7,4,6,7,6,5,5,1,3,4,8,2,7,3,4,1,3
5612,800,3592,1084,4,5,6,9,10,1,9,5,11,8,12,11,9,15,13,4,9,17,13,13,13,5,10,16,11,14,12,6,11,9,15,6,17,9,11,8,16,7,9,7,5,14,9,9,14,16,8,11,13,13,11,12,17,7,12,12,15,12,12,8,8,12,10,13,10,16,11,15,11,12,8,10,9,6,12,7,7,7,10,8,7,7,7,9,7,8,4,6,6,3,11,2,5,6,3,7,1,4,2,1,2
5618,802,3558,1088,0,3,4,7,3,5,6,11,8,5,14,12,17,10,12,13,10,8,8,10,11,14,9,14,9,12,10,15,15,15,15,12,7,16,12,6,8,12,10,11,7,15,12,11,9,12,20,10,13,15,18,12,16,10,15,13,16,7,11,12,11,12,9,8,7,10,14,8,13,17,13,10,12,10,5,13,5,3,8,6,9,7,11,10,9,11,2,6,8,8,6,2,5,9,5,3,0,5,2,4,3
5628,800,3552,1094,2,3,5,4,7,15,6,8,7,5,12,7,9,12,15,10,6,10,17,9,14,16,9,10,10,17,11,13,10,17,7,16,13,3,10,13,10,11,17,19,15,14,13,16,19,16,14,7,11,9,14,11,8,9,11,17,13,11,11,10,10,9,12,14,15,7,14,8,15,8,10,6,11,9,3,13,7,13,8,4,8,11,5,5,9,5,10,8,10,8,9,5,3,6,3,4,3,4,2,3,1
