Total SVs,SVPs,Axonal Transport SVs,Recycled SVs,PS Loc: 0,PS Loc: 3,PS Loc: 6,PS Loc: 9,PS Loc: 12,PS Loc: 15,PS Loc: 18,PS Loc: 21,PS Loc: 24,PS Loc: 27,PS Loc: 30,PS Loc: 33,PS Loc: 36,PS Loc: 39,PS Loc: 42,PS Loc: 45,PS Loc: 48,PS Loc: 51,PS Loc: 54,PS Loc: 57,PS Loc: 60,PS Loc: 63,PS Loc: 66,PS Loc: 69,PS Loc: 72,PS Loc: 75,PS Loc: 78,PS Loc: 81,PS Loc: 84,PS Loc: 87,PS Loc: 90,PS Loc: 93,PS Loc: 96,PS Loc: 99,PS Loc: 102,PS Loc: 105,PS Loc: 108,PS Loc: 111,PS Loc: 114,PS Loc: 117,PS Loc: 120,PS Loc: 123,PS Loc: 126,PS Loc: 129,PS Loc: 132,PS Loc: 135,PS Loc: 138,PS Loc: 141,PS Loc: 144,PS Loc: 147,PS Loc: 150,PS Loc: 153,PS Loc: 156,PS Loc: 159,PS Loc: 162,PS Loc: 165,PS Loc: 168,PS Loc: 171,PS Loc: 174,PS Loc: 177,PS Loc: 180,PS Loc: 183,PS Loc: 186,PS Loc: 189,PS Loc: 192,PS Loc: 195,PS Loc: 198,PS Loc: 201,PS Loc: 204,PS Loc: 207,PS Loc: 210,PS Loc: 213,PS Loc: 216,PS Loc: 219,PS Loc: 222,PS Loc: 225,PS Loc: 228,PS Loc: 231,PS Loc: 234,PS Loc: 237,PS Loc: 240,PS Loc: 243,PS Loc: 246,PS Loc: 249,PS Loc: 252,PS Loc: 255,PS Loc: 258,PS Loc: 261,PS Loc: 264,PS Loc: 267,PS Loc: 270,PS Loc: 273,PS Loc: 276,PS Loc: 279,PS Loc: 282,PS Loc: 285,PS Loc: 288,PS Loc: 291,PS Loc: 294,PS Loc: 297,PS Loc: 300
30047,4509,4750,22080,14,21,26,24,34,39,45,38,50,50,34,61,53,57,49,47,47,49,62,50,54,64,46,43,44,55,50,45,43,49,56,53,37,46,43,53,38,41,40,47,40,31,36,35,30,38,35,39,42,32,39,26,39,38,35,34,23,36,30,28,28,42,22,14,28,26,31,23,25,30,25,23,19,14,21,19,23,21,24,21,22,13,14,19,12,15,15,15,17,10,16,14,8,11,8,7,8,8,8,11,4
30055,4509,4778,22087,7,22,26,24,32,35,34,45,46,49,40,59,53,56,43,47,44,54,50,48,55,58,44,49,46,60,44,50,44,52,57,44,46,40,46,50,42,40,41,41,42,42,35,38,37,35,43,43,44,37,37,27,34,36,40,29,26,27,32,30,30,28,25,16,26,26,28,25,28,28,30,17,16,28,19,22,14,19,14,23,18,16,10,21,14,13,20,13,12,10,15,18,6,11,11,7,9,7,4,11,5
30061,4511,4848,22095,7,20,29,25,30,39,37,47,43,37,51,49,58,50,43,51,47,49,43,42,52,52,45,46,42,54,49,48,44,49,58,49,52,39,49,52,36,40,39,46,31,38,38,35,31,34,44,39,48,34,33,32,33,24,47,37,30,33,43,26,28,30,25,21,23,23,27,30,27,25,26,19,19,28,12,16,16,21,12,21,17,22,10,15,12,6,17,11,15,7,19,10,3,9,13,9,7,3,4,7,5
30064,4516,4783,22101,7,17,21,26,37,41,44,45,49,43,52,48,52,66,54,41,42,45,39,46,54,53,53,54,44,57,44,50,46,55,50,44,55,46,38,56,48,43,38,38,35,39,39,36,39,29,47,43,43,27,29,50,38,33,35,40,28,26,34,22,30,30,28,14,15,25,30,33,29,26,23,17,16,34,11,21,23,19,13,22,10,27,12,18,10,13,18,16,16,11,15,5,3,8,9,7,9,4,6,6,5
30068,4520,4812,22107,11,22,20,26,32,40,38,44,43,46,48,48,52,55,48,54,49,62,48,54,50,46,52,51,45,53,42,52,43,50,46,49,52,39,37,49,38,42,37,30,28,31,39,36,32,26,39,46,38,37,32,50,40,36,29,43,34,24,36,23,34,34,30,17,15,26,36,32,33,21,24,19,19,30,15,24,15,23,9,24,11,26,11,15,10,13,16,20,10,11,15,13,5,5,8,8,6,9,5,6,4
30081,4515,4740,22111,11,22,20,25,28,30,33,42,37,40,55,63,58,40,48,58,62,58,50,57,57,56,50,45,46,55,60,53,41,55,48,57,57,38,45,48,37,40,40,41,38,46,46,32,29,31,40,49,38,36,27,47,41,45,27,35,29,20,39,23,28,31,23,18,18,28,31,33,31,24,24,22,19,29,26,20,15,23,16,17,11,17,10,10,13,19,14,18,12,9,16,11,5,8,8,10,8,9,8,6,8
30088,4516,4787,22119,18,18,25,18,34,36,42,32,45,42,67,68,55,43,45,44,59,50,45,52,58,50,48,55,46,56,62,53,43,46,50,56,53,42,48,50,38,43,37,33,44,41,40,38,32,30,34,40,31,34,34,39,33,40,27,33,27,31,39,22,26,29,23,26,22,21,21,38,29,28,24,19,18,24,25,19,16,20,19,15,16,22,13,13,15,15,10,16,10,13,11,10,8,10,11,6,4,6,6,2,9
30096,4516,4712,22128,17,20,25,22,41,43,46,46,51,38,59,58,57,43,40,47,59,44,49,50,54,44,51,66,48,51,54,53,47,46,44,57,50,48,49,58,55,42,43,34,54,41,47,45,24,42,38,43,32,38,30,43,28,29,32,34,30,32,39,24,25,27,22,29,21,29,25,33,24,30,27,18,22,16,26,17,15,20,20,16,17,15,17,13,10,15,16,15,10,12,7,9,8,12,8,9,3,6,8,2,8
30106,4514,4858,22130,11,14,23,24,36,42,39,39,53,48,49,55,53,49,43,47,62,49,46,39,53,53,59,52,48,43,53,46,40,50,38,50,46,43,40,43,47,47,31,24,43,34,43,37,31,35,32,47,35,39,27,42,38,30,33,30,33,30,36,26,30,24,15,32,25,34,28,26,29,30,25,17,28,11,23,17,14,21,18,15,29,14,16,16,14,19,18,13,6,10,7,7,7,13,6,7,5,5,5,4,7
30114,4514,4760,22140,17,13,21,32,38,42,43,37,49,45,50,58,47,54,62,53,66,55,49,48,56,55,68,46,47,41,45,44,45,58,37,50,56,54,36,33,41,51,45,30,48,36,47,29,27,29,34,40,40,31,33,32,39,37,37,29,40,36,36,28,31,36,16,20,25,30,26,27,32,23,27,23,28,13,18,22,18,18,19,9,17,9,20,17,17,15,17,12,11,14,8,10,5,7,9,6,8,7,6,4,9
30125,4511,4824,22145,16,19,15,35,29,38,40,37,47,49,61,51,52,51,65,49,59,48,47,47,49,62,62,52,48,51,43,51,43,53,38,57,53,46,29,33,42,44,48,35,44,42,40,29,29,27,31,32,44,33,39,39,38,32,42,25,34,33,31,29,31,29,23,24,22,26,22,25,38,23,19,20,23,18,19,18,17,14,15,15,23,10,20,16,14,12,14,9,14,16,9,8,4,9,14,9,7,6,4,5,5
30136,4508,4721,22156,18,16,13,35,26,34,42,43,47,53,55,61,54,44,56,51,52,53,56,52,45,48,64,49,53,55,48,52,49,50,39,58,56,51,35,47,37,52,46,41,48,46,55,28,31,29,35,39,43,38,42,33,36,35,41,27,37,33,33,27,36,23,24,22,22,30,22,21,39,24,19,16,27,31,17,18,20,15,16,17,18,13,14,16,17,13,12,11,13,15,8,13,5,10,13,7,7,6,3,6,8
30142,4510,4766,22166,10,17,11,34,28,26,43,38,47,50,52,52,41,51,55,53,49,64,54,51,45,51,61,50,56,58,41,56,48,49,41,55,45,53,39,44,42,53,45,37,45,36,44,31,37,35,47,41,42,31,42,30,32,31,34,29,30,32,30,32,24,22,28,24,23,25,27,24,33,25,20,19,26,23,15,13,18,18,15,23,28,16,14,19,21,11,15,10,17,18,8,10,9,10,11,10,8,7,4,7,6
30150,4510,4735,22179,9,13,15,31,37,28,39,34,45,45,46,54,53,64,63,55,55,60,64,52,44,53,49,48,47,45,41,54,39,47,37,51,57,51,48,47,39,52,45,30,41,34,48,28,34,32,53,38,43,38,38,28,29,34,33,36,25,46,26,30,29,25,27,22,25,31,28,24,32,25,20,22,24,33,15,15,29,21,13,20,22,18,18,16,19,11,17,12,16,16,10,11,6,11,9,11,6,8,6,8,5
30157,4511,4758,22186,11,18,24,35,46,27,41,40,43,58,44,42,44,55,59,48,52,60,52,48,51,50,43,48,52,45,60,48,55,39,40,48,58,44,47,49,37,48,37,39,44,34,45,27,31,32,44,42,33,41,44,29,35,38,34,39,25,41,32,29,32,24,25,23,21,31,22,19,32,21,24,18,21,26,13,21,23,13,11,23,23,17,22,20,20,13,11,13,15,17,9,12,6,8,14,10,9,6,7,8,6
30162,4514,4800,22192,7,15,28,25,38,21,42,36,32,54,58,46,48,58,63,57,54,57,43,48,54,52,46,48,57,58,64,51,51,47,35,50,51,40,46,46,37,39,35,46,46,38,49,36,33,26,25,42,35,37,45,38,28,34,41,44,29,46,30,25,37,23,25,24,25,28,20,24,24,27,25,16,22,21,17,16,19,15,12,20,16,15,20,16,13,11,5,12,12,16,11,11,7,8,12,10,8,3,4,4,6
30172,4512,4769,22198,8,16,33,26,36,27,39,42,44,52,59,44,47,52,58,54,57,52,53,50,50,43,49,50,66,69,62,49,47,41,37,52,59,42,59,45,44,38,39,46,42,40,48,33,43,36,31,35,42,43,35,34,23,32,38,35,20,46,25,25,32,23,19,27,18,19,23,30,29,31,27,27,22,19,10,17,22,19,13,18,18,15,16,17,17,13,9,13,9,14,10,14,6,11,6,8,5,5,3,2,7
30180,4512,4689,22206,6,13,27,27,34,32,38,45,43,52,57,49,49,61,69,51,57,44,62,48,54,42,54,50,64,64,55,41,57,40,45,56,60,35,57,50,51,41,41,55,47,36,38,40,40,39,33,38,43,32,41,38,25,25,31,28,19,43,21,21,34,24,20,30,24,24,33,28,32,31,29,24,27,22,22,21,15,19,18,22,21,14,16,15,18,12,13,15,10,11,7,8,7,12,11,8,11,7,5,2,9
30185,4515,4697,22211,5,17,32,29,36,46,40,41,45,47,56,50,43,60,58,52,63,43,61,46,55,35,51,54,66,53,48,51,43,43,47,56,54,40,54,37,60,42,39,54,36,39,27,41,46,44,40,37,38,36,41,39,21,30,42,29,29,38,22,25,37,29,27,30,19,25,30,29,24,29,26,24,28,20,17,21,23,17,18,25,23,13,16,14,15,14,13,14,12,10,11,9,7,10,3,8,9,8,8,2,8
30193,4515,4786,22214,4,17,31,29,32,41,41,38,47,40,48,45,52,63,60,50,63,48,54,45,53,46,57,48,60,48,47,51,49,46,45,50,57,42,49,34,56,35,41,45,37,44,31,31,39,39,36,27,26,38,39,36,33,34,37,28,38,29,28,27,30,35,23,28,15,27,31,32,23,28,13,27,24,22,13,21,17,15,19,21,26,13,17,12,12,12,13,10,14,14,12,14,10,13,5,10,9,11,8,1,9
30199,4517,4814,22219,6,20,21,25,31,38,41,45,47,42,45,56,50,55,58,55,54,55,48,43,66,50,55,54,60,43,45,53,45,55,51,46,51,47,44,39,47,31,38,41,38,42,34,37,32,41,38,31,34,30,36,31,27,38,35,34,43,33,28,21,28,33,25,26,14,23,28,28,20,34,17,23,23,16,13,22,19,18,17,19,23,11,18,11,15,11,12,12,14,13,14,14,15,10,10,9,6,8,6,1,8
30208,4516,4778,22226,7,26,14,33,31,36,35,40,57,47,44,53,52,51,59,50,58,55,40,49,61,54,56,53,51,54,52,54,49,57,36,54,44,51,50,43,40,37,37,37,37,49,30,36,33,40,40,34,37,34,39,34,24,33,41,37,44,28,24,25,23,26,21,29,15,28,30,34,28,33,14,30,18,20,14,22,23,16,19,18,20,18,19,12,14,10,11,6,10,14,13,12,18,9,9,8,4,15,6,2,7
30216,4516,4735,22233,12,17,16,29,40,47,46,35,54,42,45,48,52,53,52,40,54,61,40,61,57,40,57,57,46,56,50,49,48,50,41,61,56,53,49,50,40,44,46,40,44,49,37,37,34,47,40,36,45,42,30,30,27,30,33,34,49,26,26,23,25,26,24,27,17,28,26,41,24,25,18,26,24,20,11,25,28,16,18,19,18,18,22,8,15,12,10,9,12,10,11,9,12,5,11,10,6,13,4,4,8
30220,4520,4759,22240,13,16,22,27,50,38,48,47,52,45,48,46,54,47,55,41,50,56,38,65,58,43,50,64,51,43,50,39,45,36,47,47,53,45,47,50,40,50,44,45,40,49,38,43,31,37,32,44,38,35,35,34,32,38,31,32,35,31,23,23,25,27,25,27,17,33,27,37,26,23,22,22,27,25,14,20,22,13,18,22,19,18,18,13,14,15,15,14,6,14,14,13,10,6,6,13,8,12,7,4,4
30227,4521,4787,22245,10,14,20,27,36,39,41,37,50,41,48,40,47,43,58,46,63,60,44,56,63,51,44,53,39,44,54,38,37,37,49,51,59,52,47,44,46,41,51,43,42,52,35,43,40,31,30,42,30,36,40,27,31,33,37,32,44,32,23,25,31,24,26,31,23,27,31,40,21,21,19,22,13,22,13,18,25,19,22,27,20,21,17,14,12,17,15,15,6,14,18,13,7,8,8,14,6,8,10,3,6
30239,4517,4727,22251,15,11,25,32,31,43,35,37,47,39,55,41,58,65,63,57,70,59,51,45,61,57,50,45,40,46,67,46,42,44,55,44,50,44,51,37,39,40,49,37,41,46,38,49,36,34,28,42,36,35,31,23,30,42,29,35,42,31,25,31,34,23,30,20,24,34,32,32,27,23,23,28,20,23,15,14,18,20,21,27,24,18,15,12,12,13,16,19,7,14,18,15,4,8,11,14,7,7,6,3,3
30247,4517,4721,22257,13,10,21,23,35,36,34,46,36,46,55,42,61,63,56,45,66,51,56,46,60,59,57,42,52,44,61,51,53,55,67,46,51,43,49,43,42,39,42,30,45,42,35,40,45,35,36,47,30,39,32,28,31,35,27,40,39,35,25,27,32,29,38,19,16,28,24,37,28,26,23,23,19,24,16,19,23,17,21,23,24,19,16,12,9,14,15,21,7,17,14,11,3,7,10,17,7,8,5,2,6
30258,4514,4755,22270,14,12,25,29,35,43,44,46,46,44,59,44,53,53,59,55,62,51,54,47,50,59,53,39,47,42,58,58,52,60,51,44,51,47,58,43,36,39,34,27,45,34,40,38,44,34,43,52,27,31,30,30,28,32,29,36,41,34,26,27,30,22,31,22,20,26,29,22,25,24,31,22,24,20,18,17,18,13,22,17,18,18,17,15,11,16,20,12,15,15,14,14,7,7,10,12,7,8,6,6,8
30262,4518,4873,22278,15,8,22,33,25,42,46,41,47,43,54,51,54,55,42,42,60,54,46,46,57,54,53,36,48,40,58,47,54,49,45,42,47,41,57,44,50,35,30,38,38,39,36,34,43,34,36,45,32,33,39,36,26,35,26,35,38,37,34,24,26,26,31,20,25,23,31,21,33,20,23,16,23,14,17,21,12,18,20,16,25,12,15,17,6,10,21,11,15,14,9,14,6,5,8,10,5,10,3,4,4
30268,4520,4829,22286,9,14,23,24,24,38,47,39,39,52,56,58,49,62,40,58,66,53,38,47,63,52,63,35,47,45,55,56,46,51,39,36,48,46,49,39,43,33,46,47,38,43,37,35,44,35,36,44,35,33,30,29,31,31,25,38,39,35,31,30,30,18,29,26,28,29,23,29,35,19,28,18,14,18,19,18,15,17,24,25,24,18,18,9,10,10,15,8,12,10,9,13,9,4,10,11,9,9,3,1,5
30275,4521,4805,22291,14,14,21,28,31,37,38,32,45,46,64,48,46,63,42,52,56,36,34,50,55,58,58,33,52,45,51,65,40,61,43,39,45,56,47,44,48,44,45,41,40,39,38,32,45,40,39,49,41,42,30,36,24,28,29,35,40,30,28,28,33,20,28,24,29,20,34,26,39,21,26,21,25,23,15,22,16,13,22,18,18,22,20,7,10,6,21,11,14,9,8,10,9,4,8,12,13,7,6,4,5
30283,4521,4739,22295,15,24,31,27,33,42,44,39,52,41,50,50,56,55,53,50,56,40,40,48,55,60,56,50,43,42,50,63,53,57,51,45,48,60,51,48,46,38,44,41,38,43,29,34,53,32,28,44,39,40,32,37,32,24,29,35,40,24,26,25,28,32,31,27,24,18,35,24,38,27,18,25,21,18,17,20,20,12,22,18,19,26,17,13,14,13,22,9,14,11,8,9,7,5,11,7,15,6,8,6,3
30289,4523,4773,22302,17,24,24,29,38,40,40,42,44,44,49,53,61,53,47,37,73,42,44,52,50,51,49,46,44,56,52,57,43,57,57,38,50,55,57,46,39,37,44,31,38,47,29,31,37,39,30,43,40,41,33,34,37,28,35,33,28,37,34,30,21,23,28,25,24,17,32,30,31,23,27,29,16,22,19,17,23,16,13,19,19,24,13,10,15,14,18,12,20,15,7,9,13,5,7,6,12,5,7,8,4
30298,4522,4798,22305,14,22,24,28,34,37,38,45,47,46,54,52,59,47,46,45,68,44,54,47,44,57,54,50,49,55,50,61,48,56,47,34,46,41,57,50,33,34,45,38,47,44,30,30,38,48,33,36,29,42,29,41,32,26,31,36,26,33,39,33,34,18,32,16,28,11,30,25,31,22,19,34,16,20,19,21,21,14,15,22,23,28,18,12,9,13,15,11,20,16,12,8,13,6,6,7,12,3,3,5,4
30306,4522,4825,22313,10,13,30,22,31,40,47,47,38,51,54,44,53,51,51,49,50,42,53,49,40,57,41,53,50,53,53,47,47,52,39,36,34,44,46,38,42,38,49,41,46,41,27,42,46,51,29,40,30,45,29,44,33,26,27,38,30,35,35,34,36,22,28,26,30,18,23,32,24,27,24,31,17,22,18,13,25,10,14,19,21,33,21,12,7,17,19,12,20,16,10,5,14,9,7,6,7,4,9,5,2
30310,4526,4711,22319,13,20,26,29,36,46,38,48,38,51,58,45,56,51,47,53,53,55,52,56,57,64,59,61,52,49,51,48,59,52,39,28,41,49,48,51,46,41,39,38,46,48,22,42,46,50,36,38,39,37,28,33,33,25,27,33,28,33,27,28,38,26,31,26,27,25,23,34,22,39,26,23,16,19,15,17,20,15,14,21,24,33,20,14,9,21,16,16,16,13,9,7,8,8,7,10,7,4,9,6,4
30318,4526,4749,22324,9,17,31,30,32,35,46,48,38,63,59,39,54,58,40,61,44,52,47,57,54,59,57,54,41,50,55,45,62,53,45,39,46,50,50,49,50,40,35,46,46,45,31,42,37,41,32,30,33,35,29,43,36,23,26,35,28,36,30,25,41,24,32,29,26,23,30,33,25,35,24,18,18,21,14,21,15,20,17,20,21,28,13,13,11,15,10,17,13,8,8,10,9,11,7,11,7,5,5,6,8
30322,4530,4808,22332,19,22,39,29,28,37,49,38,31,59,46,47,50,51,38,65,42,64,39,45,55,59,55,54,47,46,59,56,60,58,43,47,50,50,54,42,45,43,35,37,49,32,33,36,36,42,34,32,36,37,31,42,36,23,27,36,30,33,34,27,37,22,28,29,15,23,26,29,28,28,22,17,25,23,24,12,11,14,18,16,20,22,12,6,11,14,13,14,12,8,12,6,8,15,5,9,4,8,7,5,5
30326,4534,4837,22335,13,21,28,26,27,42,45,51,33,45,49,48,53,37,41,65,44,61,38,54,52,51,56,52,44,57,49,46,53,54,49,46,52,49,50,47,35,40,39,41,47,32,36,35,30,42,41,31,42,35,34,42,43,26,33,32,34,32,32,28,44,28,23,29,17,20,20,27,29,28,22,15,24,21,21,16,13,19,14,19,21,14,19,8,10,15,10,19,14,11,9,9,5,12,6,10,4,6,5,4,4
30331,4537,4812,22348,14,25,27,29,29,40,44,51,33,46,51,40,49,45,48,53,58,54,49,51,49,55,57,53,53,56,47,34,68,55,49,41,45,36,51,53,40,21,41,51,39,30,39,33,34,38,39,41,35,42,36,37,42,29,26,23,24,37,29,30,40,31,27,28,21,18,21,21,35,25,28,20,18,23,17,27,12,23,12,20,15,18,21,12,17,18,16,18,13,10,8,11,7,7,3,9,3,10,3,5,6
30339,4537,4807,22354,11,25,24,20,27,34,39,53,45,54,50,47,49,46,50,57,55,46,58,61,63,44,60,52,47,56,34,36,53,55,50,48,53,41,52,55,49,23,41,42,41,33,43,33,40,40,40,43,29,44,43,22,36,33,29,21,29,39,28,29,28,31,29,34,19,19,19,18,28,23,23,21,23,12,16,26,23,23,12,28,17,16,26,17,15,9,14,10,12,14,8,11,12,8,5,6,6,6,2,3,6
30345,4539,4798,22358,13,28,27,29,28,35,40,50,44,52,49,42,57,49,50,51,53,50,53,53,53,59,54,44,50,57,38,51,48,56,51,42,50,41,42,54,39,37,45,40,32,36,47,41,42,44,39,39,32,39,35,25,36,39,30,25,30,34,30,38,26,35,24,31,17,27,25,19,32,24,29,27,21,16,12,26,15,20,19,21,13,13,22,18,14,12,10,13,10,13,8,10,7,5,7,7,2,6,6,4,6
30350,4542,4780,22366,13,25,32,25,26,41,41,48,44,50,43,37,56,44,58,47,52,43,50,56,56,65,49,41,49,49,55,51,48,53,50,36,42,50,55,47,44,33,53,42,31,48,40,43,31,48,29,40,36,36,29,39,32,35,35,30,34,40,31,35,24,23,21,29,15,27,32,25,26,29,24,25,24,17,12,28,14,23,22,20,16,17,21,19,10,14,10,15,14,14,6,9,10,8,7,7,2,8,6,3,7
30355,4545,4771,22372,12,20,29,27,32,41,51,47,46,56,40,46,51,53,53,52,49,40,55,52,52,57,55,43,54,46,59,48,41,58,52,43,40,44,51,42,42,39,48,37,38,45,36,42,31,40,36,30,33,39,43,35,28,30,30,33,31,38,40,33,23,28,37,22,19,32,31,23,23,29,27,23,22,17,14,27,15,21,13,17,23,17,16,20,12,11,17,16,12,13,9,8,10,9,6,6,8,8,5,2,7
30363,4545,4793,22381,11,21,23,22,30,33,41,41,49,54,36,48,44,42,55,50,52,47,61,57,52,55,48,42,61,47,52,48,51,56,56,48,37,37,51,46,38,54,47,38,33,40,32,43,40,42,39,32,41,36,47,44,27,22,29,38,32,31,35,30,24,29,30,31,23,30,30,18,20,27,28,16,16,20,16,22,22,21,15,11,25,18,17,23,11,16,16,13,9,11,9,8,3,10,11,16,7,3,9,6,5
30366,4550,4749,22386,8,18,27,26,27,31,41,39,47,53,51,51,44,49,49,58,58,49,66,55,43,53,54,49,59,46,49,49,52,62,44,47,44,39,51,39,40,53,49,37,35,48,27,46,36,46,33,38,40,37,45,44,27,22,36,31,37,36,40,30,37,28,21,33,25,30,29,26,19,26,25,21,20,21,17,26,20,20,18,10,15,16,17,19,10,15,15,14,10,8,10,4,3,9,7,17,6,3,7,7,7
30378,4546,4811,22391,15,23,32,25,32,36,44,42,49,46,40,53,44,53,42,52,50,48,56,43,41,44,51,56,50,48,45,45,50,58,45,38,46,51,56,39,37,61,45,34,38,44,35,41,41,46,42,33,45,30,39,41,37,28,33,26,30,33,36,27,34,26,26,26,24,27,19,24,20,26,30,28,18,19,18,24,16,18,23,14,12,18,14,16,14,15,17,17,11,11,10,5,7,3,6,18,3,7,7,8,7
30391,4541,4717,22398,15,16,33,31,36,38,52,53,49,57,48,52,48,48,51,59,47,55,60,45,43,49,50,62,52,42,50,46,50,61,58,44,50,52,57,36,30,64,36,38,45,42,29,27,38,42,36,32,38,32,37,41,34,30,32,34,32,38,44,30,37,25,23,21,25,29,21,20,16,26,28,26,21,25,20,18,24,14,24,14,13,19,11,19,19,11,17,18,12,17,15,8,7,5,9,14,4,8,6,7,4
30397,4543,4876,22407,11,22,26,25,31,41,46,37,47,57,39,45,50,55,55,51,49,53,53,44,45,47,39,54,49,42,54,60,45,54,51,41,41,49,59,33,25,47,47,44,42,32,33,36,34,47,43,31,33,41,28,40,35,23,32,29,25,37,37,31,33,31,19,22,30,29,16,22,22,24,25,18,18,16,15,14,20,13,28,14,8,21,17,19,21,12,13,19,11,13,12,5,9,5,6,15,5,4,5,9,4
30408,4540,4809,22426,14,23,19,33,30,40,42,32,40,53,47,47,57,55,56,51,49,62,63,48,54,44,41,53,59,50,58,61,44,51,43,45,56,47,50,33,30,40,54,39,34,32,37,29,32,37,36,33,35,40,34,23,32,22,24,37,35,35,34,40,26,37,23,29,31,37,21,25,20,24,23,19,24,15,18,16,18,17,21,16,14,18,17,17,18,15,12,16,11,10,13,9,8,7,8,16,4,9,6,5,6
30414,4542,4779,22433,16,22,18,29,27,38,50,32,46,49,45,48,54,62,51,50,51,52,56,66,49,42,49,56,51,40,47,53,54,47,56,52,51,59,46,36,35,39,57,34,41,41,24,39,48,31,44,41,28,41,40,28,27,25,26,38,30,33,29,36,23,37,34,22,33,36,19,21,19,25,23,23,21,19,18,16,26,23,16,14,18,18,15,14,16,13,13,12,18,12,9,7,8,1,10,12,5,8,4,8,8
30427,4537,4773,22440,17,22,25,26,31,37,51,43,44,43,44,57,48,53,60,52,40,51,57,65,47,46,62,56,41,33,47,56,57,51,58,56,45,56,48,34,40,38,58,39,38,40,28,45,45,33,37,36,33,37,30,32,29,28,34,37,33,41,27,39,21,38,27,22,30,27,20,19,25,23,21,26,21,20,26,14,29,19,15,16,16,16,16,15,15,18,14,12,13,13,11,7,8,2,6,5,5,9,4,7,7
30433,4539,4807,22452,12,22,26,32,31,32,33,46,39,48,45,55,50,52,59,52,46,56,59,58,55,43,48,44,49,44,64,62,55,45,51,51,47,50,43,34,41,37,61,34,31,37,34,44,46,31,28,37,36,37,31,29,36,26,29,31,36,47,29,42,19,28,30,18,28,27,21,16,28,25,28,27,25,23,18,17,22,24,11,19,13,12,15,21,15,15,12,11,13,14,10,5,6,5,7,9,5,8,3,5,8
30444,4536,4778,22465,15,20,25,33,37,30,32,48,49,42,53,47,66,50,55,51,53,56,43,64,45,48,42,50,52,50,58,54,50,34,47,51,48,52,43,33,40,40,50,43,34,40,35,39,44,33,26,33,39,34,34,26,31,28,33,38,30,43,29,41,27,29,30,21,32,28,23,20,30,24,30,23,22,20,19,19,21,20,13,21,16,12,14,18,21,20,14,14,12,12,10,7,6,9,13,12,6,3,6,5,10
30448,4540,4715,22469,13,14,32,30,28,34,34,48,51,48,50,52,63,47,57,55,55,57,45,79,50,50,56,47,44,60,59,49,48,36,51,50,51,45,45,37,38,57,47,49,31,32,37,43,46,32,38,34,40,43,35,28,27,30,39,31,37,40,30,30,25,28,29,20,27,22,25,21,23,25,28,20,23,23,18,21,20,20,18,22,15,14,15,21,19,15,13,16,14,10,12,9,6,8,14,14,7,4,5,5,6
30455,4541,4708,22475,14,18,28,28,29,47,36,53,47,46,49,53,58,46,50,59,52,49,62,76,55,57,57,48,38,57,54,57,43,44,51,50,52,31,48,49,43,47,44,48,36,29,38,44,38,34,44,32,47,42,39,28,29,28,31,27,37,39,33,33,27,23,35,21,35,17,26,23,30,25,31,16,25,18,17,21,20,21,15,18,21,17,15,16,14,13,14,12,9,12,15,8,6,6,11,8,6,3,4,9,8
30461,4543,4760,22479,13,22,30,25,30,47,33,46,37,40,54,53,54,55,53,59,52,48,55,65,54,52,47,43,43,67,57,55,43,46,51,48,50,40,39,39,42,56,38,50,37,32,34,50,41,39,31,33,45,38,40,24,28,30,31,34,43,44,34,28,28,19,28,23,29,26,22,26,25,20,34,19,26,12,16,17,19,20,20,16,21,22,19,14,8,10,14,11,11,12,14,10,8,4,9,10,6,2,4,12,9
30467,4545,4813,22486,14,24,38,34,25,41,33,34,38,40,49,68,55,56,49,45,49,50,50,49,55,55,41,41,49,65,52,49,53,44,54,37,51,44,47,54,40,50,31,43,44,25,30,43,35,26,31,38,41,38,32,29,24,26,31,36,40,38,37,33,28,21,25,30,29,25,25,26,30,19,28,14,20,16,18,25,22,23,23,13,14,23,12,17,14,11,21,9,12,13,11,12,8,5,6,12,11,4,2,12,6
30475,4545,4770,22496,14,23,28,37,30,35,47,37,48,46,54,57,54,50,45,44,58,54,50,46,60,47,44,53,48,51,54,54,52,48,56,36,53,48,41,46,38,48,36,41,51,33,38,37,35,21,36,39,40,39,28,34,26,30,32,38,41,35,35,34,32,22,28,29,27,23,22,22,30,18,26,20,23,19,20,18,21,17,28,15,16,21,18,18,17,14,19,11,12,13,9,6,9,6,5,11,15,0,2,6,8
30484,4544,4743,22500,8,18,26,40,32,35,46,40,45,41,58,49,45,50,45,51,60,52,59,52,67,56,61,57,55,53,50,59,52,54,63,39,47,49,44,42,37,40,46,43,59,36,34,37,41,32,36,42,42,36,29,30,24,29,25,30,50,31,30,33,35,30,29,28,24,26,20,26,30,24,18,20,15,16,18,21,18,17,27,21,8,14,13,17,13,12,16,13,9,11,12,8,8,10,5,11,9,4,1,7,5
30491,4545,4809,22502,12,23,23,34,39,35,42,43,48,47,51,50,48,37,54,54,50,46,57,52,56,56,58,58,45,46,53,70,48,56,46,42,54,45,40,34,41,32,55,38,57,41,36,42,45,36,24,43,33,31,31,33,27,38,19,33,47,36,23,35,28,22,22,27,18,28,24,29,28,26,20,29,14,17,18,18,15,19,22,20,10,20,11,17,11,16,13,13,12,10,9,10,7,8,6,10,6,3,3,6,7
